Top Dog,65ltOonS7uaG12RRdn-W3Q,Downtown Berkeley,Hot Dogs,37.8705286,-122.2663412,4,190
Top Dog,qHmamQPCAKkia9X0uryA8g,Telegraph Ave,Hot Dogs,37.8678945,-122.2574328,4.5,1270
Top Dog 2,KtFGTBDLlk1sP-DIFPxDVQ,UC Campus Area,Hot Dogs,37.8752327,-122.2597386,4,104
T-Toust,22yTwTUyMBY3SFu_Hj4NOQ,Telegraph Ave,Korean,37.8678782,-122.2598048,3,126
Tully's Coffee,BtniFEJwwX0J87xL4X97SQ,UC Campus Area,Coffee & Tea,37.8692468,-122.2586381,2,14
Turkish Kitchen Express,1d5Ycdlytf8JWZmWJ0NVFA,Telegraph Ave,Turkish,37.8670856,-122.258741,4,9
Tutti Frutti Frozen Yogurt,MXWfNb2EP0nKFzCPHzOpAA,Telegraph Ave,Ice Cream & Frozen Yogurt,37.8673129,-122.2590516,4,35
UCafe,Gia-6TO8WwPMSHdn86EozQ,Telegraph Ave,Cafes,37.8680197,-122.2569545,3,22
Uncle Dougie's,JwvmZ3QET0ZgYykhiZb41g,Telegraph Ave,Specialty Food,37.8678839,-122.256854,3.5,27
Unicorn,VezCWH_yg7eHU3eOy9K98Q,Telegraph Ave,Asian Fusion,37.8643472,-122.2585271,4,128
Urbann Turbann,-t6JanEk_V6VzctlTyr6eA,UC Campus Area,Fast Food,37.8752855,-122.2602072,4,198
Viengvilay Thai Cuisine,gOp_w9qmLq6B8YRypTPp8g,UC Campus Area,Thai,37.8751579,-122.2600721,2.5,8
Viet Nam Village Restaurant,AfJCoI9vYrj1lnhlNhZdfw,Telegraph Ave,Vietnamese,37.8680531,-122.2580151,3.5,92
Vinnie's Cheesesteaks,WyzBDqBtqdbH3J0V2w9R6g,UC Campus Area,Sandwiches,37.8753118,-122.2602115,3.5,66
Walgreens,_PlbMlFAM66H-pwxqp0yaA,Telegraph Ave,Shopping,37.8684009,-122.2592767,2,42
Wing Fiesta,ysED_563t-tMmi85Y2GIsw,UC Campus Area,"Beer, Wine & Spirits",37.8686679,-122.2597479,4,5
Yali's Stanley Hall Cafe,CkZ4EyE9bpS1Wl9zejMHfQ,UC Campus Area,Coffee & Tea,37.87380325,-122.2565997,3,69
Yogurt Park,LNdmk-ZXmTE8a2xQGL3OeQ,Telegraph Ave,Ice Cream & Frozen Yogurt,37.86799,-122.259839,4,502
Yogurtland,Hhfga62zdR5TxuqtleNHCg,Telegraph Ave,Ice Cream & Frozen Yogurt,37.8686688,-122.2586601,4,267
Zach's Snacks,qjJDyQSoU4QgtSIyRkAZ6Q,UC Campus Area,Sandwiches,37.8752481,-122.2601606,2.5,4
Zanzibar,9M6mY-ugZ_hRnOO1PeWZtw,Telegraph Ave,Coffee & Tea,37.8678752,-122.2598586,2.5,21
